MGA,Program Name,Issuing Company,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Terrorism Premium,Total Gross Premium including Terrorism,Commission amount,Net Premium,Surcharge amount,Tax Amount,Tax Type,Fee Amount,Fee Type,Payment terms,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location #,Risk/Location Address,Risk/Location City,Risk/Location State,Risk/Location Zip,Risk/Location premium,Technical Price,IRPM (Individual Risk Premium Modification),Exposure Type,Exposure Amount,Policy Occurrence Limit,Policy Aggregate Limit,SIR/Deductible indicator,SIR/Deductible amount,SIR/Deductible type,NAICS or SIC Code,Annual Statement Line Code,Annual Statement Line Description,Issue Date,Policy Event Number,Carrier %,Carrier Limit,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Direct/Assumed,Fac?,Damage to Premises Rented to you Limit,Medical Expense Limit Included,Medical Expense Limit,Personal and Advertising Injury Limit,Products/Completed Operations Aggregate Limit,Employee Benefits Limit
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000044-00,08-02-2023,08-02-2024,"Gateway Commons Homeowner?s Association, Inc.",6153 N CEYLON ST,DENVER,CO,80249,08-02-2023,08-02-2024,0,0.0,0,0,0.0,0,0,Non Admitted,1000,Policy Fee,Agent Statement Bill Full Pay,08-07-2023,New Business,New Business,Primary,0,Occurrence,0,14142 DENVER WEST PKWY,LAKEWOOD,CO,80401,0,0,0,1,0,1000000,2000000,Deductible,5000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,08-07-2023,0-1,100,2000000,Amwins Insurance Brokerage LLC,3630 Peachtree Rd. NE Suite 1700,ATLANTA,GA,30326,Direct,N,50000,NO,0,1000000,2000000,0
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000045-00,08-05-2023,08-05-2024,"Rivergate KW Management, LLC",9480 GATEWAY DR STE 101,RENO,NV,89521,08-05-2023,08-05-2024,837,25.11,5787,983.79,4803.21,0,0,Non Admitted,0,FALSE,Agent Statement Bill Full Pay,08-08-2023,New Business,New Business,Primary,0,Occurrence,1,8200 NW 33RD ST STE 303,DORAL,FL,33122,837,41357,0,Area,"5,736",1000000,2000000,Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,08-08-2023,0-1,100,2000000,"CRC Insurance Services, Inc","5555 Triangle Pkwy., Suite 400",Norcross,GA,30092,Direct,N,100000,NO,0,1000000,2000000,1000000
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000045-00,08-05-2023,08-05-2024,"Rivergate KW Management, LLC",9480 GATEWAY DR STE 101,RENO,NV,89521,08-05-2023,08-05-2024,164164,4924.92,169114,28749.38,140364.62,0,0,Non Admitted,0,FALSE,Agent Statement Bill Full Pay,08-08-2023,New Business,New Business,Primary,0,Occurrence,1,8200 NW 33RD ST STE 303,DORAL,FL,33122,164164,41357,0,Gross Sales,"65,66,541",1000000,2000000,Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,08-08-2023,0-1,100,2000000,"CRC Insurance Services, Inc","5555 Triangle Pkwy., Suite 400",Norcross,GA,30092,Direct,N,100000,NO,0,1000000,2000000,1000000
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000045-00,08-05-2023,08-05-2024,"Rivergate KW Management, LLC",9480 GATEWAY DR STE 101,RENO,NV,89521,08-05-2023,08-05-2024,0,0.0,0,0,0.0,0,0,Non Admitted,8250,Policy Fee,Agent Statement Bill Full Pay,08-08-2023,New Business,New Business,Primary,0,Occurrence,0,8200 NW 33RD ST STE 303,DORAL,FL,33122,0,0,0,1,0,1000000,2000000,Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,08-08-2023,0-1,100,2000000,"CRC Insurance Services, Inc","5555 Triangle Pkwy., Suite 400",Norcross,GA,30092,Direct,N,100000,NO,0,1000000,2000000,1000000
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000046-00,08-09-2023,07-01-2024,Scion Group LLC,401 N MICHIGAN AVE STE 400,CHICAGO,IL,60611,08-09-2023,07-01-2024,44650,1339.5,45989,7818.13,38170.87,0,0,Non Admitted,0,FALSE,Agent Statement Bill Full Pay,8/30/2023,New Business,New Business,Primary,0,Occurrence,1,2001 COPPER BEECH WAY,GREENVILLE,NC,27858,44650,7708,0,Units,439,1000000,2000000,Deductible,5000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,0-1,100,2000000,RSG Specialty LLC,"1650 Arch St, ste 2600",PHILADELPHIA,PA,19103,Direct,N,100000,NO,0,1000000,2000000,0
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000046-00,08-09-2023,07-01-2024,Scion Group LLC,401 N MICHIGAN AVE STE 400,CHICAGO,IL,60611,08-09-2023,07-01-2024,0,0.0,0,0,0.0,0,0,Non Admitted,2500,Policy Fee,Agent Statement Bill Full Pay,8/30/2023,New Business,New Business,Primary,0,Occurrence,0,2001 COPPER BEECH WAY,GREENVILLE,NC,27858,0,0,0,1,0,1000000,2000000,Deductible,5000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/30/2023,0-1,100,2000000,RSG Specialty LLC,"1650 Arch St, ste 2600",PHILADELPHIA,PA,19103,Direct,N,100000,NO,0,1000000,2000000,0
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000047-00,08/16/2023,08/16/2024,"Cahill Contracting, LLC",1524 APPLING DR,MOUNT PLEASANT,SC,29464,08/16/2023,08/16/2024,43000,0.0,43000,7310,35690.0,0,0,Non Admitted,0,FALSE,Agent Statement Bill Full Pay,8/15/2023,New Business,New Business,Primary,0,Occurrence,1,3727 MEETING STREET RD,NORTH CHARLESTON,SC,29405,43000,31415,0,Gross Sales,4300000,1000000,2000000,Deductible,10000,Per Occurrence,1522,17.1001,All Other Liability Occurrence,8/15/2023,0-1,100,2000000,"Peachtree Special Risk Brokers, LLC",11405 North Community House Rd #100,Charlotte,NC,28277,Direct,N,100000,YES,5000,1000000,2000000,1000000
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000047-00,08/16/2023,08/16/2024,"Cahill Contracting, LLC",1524 APPLING DR,MOUNT PLEASANT,SC,29464,08/16/2023,08/16/2024,0,0.0,0,0,0.0,0,0,Non Admitted,2150,Policy Fee,Agent Statement Bill Full Pay,8/15/2023,New Business,New Business,Primary,0,Occurrence,0,3727 MEETING STREET RD,NORTH CHARLESTON,SC,29405,0,0,0,1,0,1000000,2000000,Deductible,10000,Per Occurrence,1522,17.1001,All Other Liability Occurrence,8/15/2023,0-1,100,2000000,"Peachtree Special Risk Brokers, LLC",11405 North Community House Rd #100,Charlotte,NC,28277,Direct,N,100000,YES,5000,1000000,2000000,1000000
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000048-00,08/19/2023,08/19/2024,RT Masonry Inc,626 1/2 BARRINGER LN STE F,WEBSTER,TX,77598,08/19/2023,08/19/2024,80000,0.0,80000,13600,66400.0,0,0,Non Admitted,0,FALSE,Agent Statement Bill Full Pay,8/21/2023,New Business,New Business,Primary,0,Occurrence,1,626 1/2 BARRINGER LN STE F,WEBSTER,TX,77598,80000,49862,0,Gross Sales,"1,00,00,000",1000000,2000000,Deductible,25000,Per Claim,1522,17.1001,All Other Liability Occurrence,8/21/2023,0-1,100,2000000,RSG Specialty LLC,"12404 Park Central Drive, Suite 380",Dallas,TX,75251,Direct,N,100000,NO,0,1000000,2000000,0
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000048-00,08/19/2023,08/19/2024,RT Masonry Inc,626 1/2 BARRINGER LN STE F,WEBSTER,TX,77598,08/19/2023,08/19/2024,0,0.0,0,0,0.0,0,0,Non Admitted,4000,Policy Fee,Agent Statement Bill Full Pay,8/21/2023,New Business,New Business,Primary,0,Occurrence,0,626 1/2 BARRINGER LN STE F,WEBSTER,TX,77598,0,0,0,1,0,1000000,2000000,Deductible,25000,Per Claim,1522,17.1001,All Other Liability Occurrence,8/21/2023,0-1,100,2000000,RSG Specialty LLC,"12404 Park Central Drive, Suite 380",Dallas,TX,75251,Direct,N,100000,NO,0,1000000,2000000,0
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000049-00,08/16/2023,08/16/2024,"Premium Painting Services, Inc.",120 E STORY RD,WINTER GARDEN,FL,34787,08/16/2023,08/16/2024,75000,0.0,75000,12750,62250.0,0,0,Non Admitted,0,FALSE,Agent Statement Bill Full Pay,8/30/2023,New Business,New Business,Primary,0,Occurrence,1,120 E STORY RD,WINTER GARDEN,FL,34787,75000,15631,0,Gross Sales,"43,18,000",1000000,2000000,Deductible,10000,Per Claim,1721,17.1001,All Other Liability Occurrence,8/30/2023,0-1,100,2000000,"Peachtree Special Risk Brokers, LLC",11405 North Community House Rd #100,Charlotte,NC,28277,Direct,N,100000,NO,0,1000000,2000000,0
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000049-00,08/16/2023,08/16/2024,"Premium Painting Services, Inc.",120 E STORY RD,WINTER GARDEN,FL,34787,08/16/2023,08/16/2024,0,0.0,0,0,0.0,0,0,Non Admitted,3750,Policy Fee,Agent Statement Bill Full Pay,8/30/2023,New Business,New Business,Primary,0,Occurrence,0,120 E STORY RD,WINTER GARDEN,FL,34787,0,0,0,1,0,1000000,2000000,Deductible,10000,Per Claim,1721,17.1001,All Other Liability Occurrence,8/30/2023,0-1,100,2000000,"Peachtree Special Risk Brokers, LLC",11405 North Community House Rd #100,Charlotte,NC,28277,Direct,N,100000,NO,0,1000000,2000000,0
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000050-00,08/29/2023,07/15/2024,"J Sterling Quality Roofing, Inc.",300 STERLING PLAZA DR STE 301,PONTE VEDRA,FL,32081,08/29/2023,07/15/2024,270000,0.0,270000,45900,224100.0,0,0,Non Admitted,0,FALSE,Agent Statement Bill Full Pay,8/30/2023,New Business,New Business,Primary,0,Occurrence,1,300 STERLING PLAZA DR STE 301,PONTE VEDRA,FL,32081,270000,215088,0,Gross Sales,"28,00,000",1000000,2000000,Deductible,25000,Per Claim,1761,17.1001,All Other Liability Occurrence,8/30/2023,0-1,100,2000000,"CRC Insurance Services, Inc.","One Metro Plex, Suite 400",Birmingham,AL,35209,Direct,N,100000,NO,0,1000000,2000000,0
Arrowhead General Insurance Agency Inc,Arrowhead ES Primary General Liability,TSIC,TSAHGL0000050-00,08/29/2023,07/15/2024,"J Sterling Quality Roofing, Inc.",300 STERLING PLAZA DR STE 301,PONTE VEDRA,FL,32081,08/29/2023,07/15/2024,0,0.0,0,0,0.0,0,0,Non Admitted,15400,Policy Fee,Agent Statement Bill Full Pay,8/30/2023,New Business,New Business,Primary,0,Occurrence,0,300 STERLING PLAZA DR STE 301,PONTE VEDRA,FL,32081,0,0,0,1,0,1000000,2000000,Deductible,25000,Per Claim,1761,17.1001,All Other Liability Occurrence,8/30/2023,0-1,100,2000000,"CRC Insurance Services, Inc.","One Metro Plex, Suite 400",Birmingham,AL,35209,Direct,N,100000,NO,0,1000000,2000000,0
Plimsoll Specialty Markets LLC,Non Admitted,Transverse Specialty Insurance Company,TSBAAC 0000002-00,14-09-2022,14-09-2023,3D Aviation Inc,154 WESTLAND ST,E FARMINGDALE,NY,6120,01-05-2023,14-09-2023,"$3,185.38 ",15.0,"$3,185.38 ",$796.35 ,427.45,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,01-05-2023,New Business,Endorsement,Primary,0,Occurrence,1,154 WESTLAND ST,HARTFORD,CT,6120,500,"$3,185.38 ",0,0,0,1000000,2000000,Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,08-07-2023,0-5,100,2000000,Dave McKenzie,3330 Cumberland Blvd,GA - Atlanta,GA - Atlanta,30339,Direct,N,100000,NO,0,1000000,2000000,1000000
"Marsh USA Chicago, Inc., ",Non Admitted,Transverse Specialty Insurance Company,TSBAAC 0000091-00,01-05-2023,01-05-2024,"Venture Travel, LLC",154 WESTLAND ST,Ketchikan,AK,6120,01-05-2023,01-05-2024,"$16,577.50 ",15.0,"$16,577.50 ","$4,144.38 ",427.45,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,01-05-2023,New Business,New Business,Primary,0,Occurrence,1,154 WESTLAND ST,HARTFORD,CT,6120,500,"$16,577.50 ",0,0,0,1000000,2000000,Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/25/2023,0-10,100,2000000,Brendan Patton,540 West Madison St,IL - Chicago,IL - Chicago,60661,Direct,N,100000,NO,0,1000000,2000000,1000000
"Marsh USA Chicago, Inc., ",Non Admitted,Transverse Specialty Insurance Company,TSBAAG 0000092-00,01-05-2023,01-05-2024,"Venture Travel, LLC",154 WESTLAND ST,Ketchikan,AK,6120,01-05-2023,01-05-2024,$206.25 ,0.0,$206.25 ,$51.56 ,0.0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,01-05-2023,New Business,New Business,Primary,0,Occurrence,0,154 WESTLAND ST,HARTFORD,CT,6120,0,$206.25 ,0,1,0,1000000,2000000,Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/25/2023,0-6,100,2000000,Brendan Patton,540 West Madison St,IL - Chicago,IL - Chicago,60661,Direct,N,100000,NO,0,1000000,2000000,1000000
Marsh & McLennan Agency,Non Admitted,Transverse Specialty Insurance Company,TSBAAC 0000086-00,26-04-2023,26-04-2024,"Gateway Canyons Air Tours, LLC",154 WESTLAND ST,Gateway,CO,6120,26-04-2023,26-04-2024,"($7,500.00)",0.0,"($7,500.00)","($1,875.00)",0.0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,01-05-2023,New Business,Cancellation,Primary,0,Occurrence,0,154 WESTLAND ST,HARTFORD,CT,6120,0,"($7,500.00)",0,1,0,1000000,2000000,Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,08-07-2023,0-5,100,2000000,Denise Stevens ,7015 College Blvd,KS - Overland Park,KS - Overland Park,66211,Direct,N,100000,NO,0,1000000,2000000,1000000
Marsh & McLennan Agency,Non Admitted,Transverse Specialty Insurance Company,TSBAAC 0000086-00,26-04-2023,26-04-2024,"Gateway Canyons Air Tours, LLC",154 WESTLAND ST,Gateway,CO,6120,26-04-2023,26-04-2024,"$7,500.00 ",0.0,"$7,500.00 ","$1,875.00 ",0.0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,01-05-2023,New Business,New Business,Primary,0,Occurrence,0,154 WESTLAND ST,HARTFORD,CT,6120,0,"$7,500.00 ",0,1,0,1000000,2000000,Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/25/2023,0-10,100,2000000,Denise Stevens ,7015 College Blvd,KS - Overland Park,KS - Overland Park,66211,Direct,N,100000,NO,0,1000000,2000000,1000000
Travers & Associates,Non Admitted,Transverse Insurance Company,TIBAAN 0000037-00,29-12-2022,29-12-2023,Shoreline Aviation LLC,154 WESTLAND ST,Sandy,UT,6120,29-12-2022,29-12-2023,"$97,864.00 ",-15.0,"$97,864.00 ","$24,466.00 ",-427.45,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,01-05-2023,New Business,New Business,Primary,0,Occurrence,1,154 WESTLAND ST,HARTFORD,CT,6120,-500,"$97,864.00 ",0,0,0,1000000,2000000,Deductible,25000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,8/25/2023,0-6,100,2000000,Madison Clipp,PO Box 220519,MO - Saint Louis,MO - Saint Louis,63122,Direct,N,100000,NO,0,1000000,2000000,1000000
Travers & Associates,Non Admitted,Transverse Insurance Company,TIBAAN 0000037-00,29-12-2022,29-12-2023,Shoreline Aviation LLC,3540 N GRAPEVINE MILLS BLVD,Sandy,UT,76051,06-01-2023,29-12-2023,"$8,945.10 ",0.0,"$8,945.10 ","$2,236.28 ",4772.5,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,01-05-2023,New Business,Endorsement,Primary,0,Occurrence,1,3540 N GRAPEVINE MILLS BLVD,GRAPEVINE,TX,76051,5750,"$8,945.10 ",0,Gross Sales,"5,00,000",1000000,2000000,Deductible,10000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,08-02-2023,0-1,100,2000000,Madison Clipp,PO Box 220519,MO - Saint Louis,MO - Saint Louis,63122,Direct,N,100000,NO,0,1000000,2000000,0
Travers & Associates,Non Admitted,Transverse Insurance Company,TIBAAN 0000037-00,30-12-2022,30-12-2023,Shoreline Aviation LLC,3540 N GRAPEVINE MILLS BLVD,Sandy,UT,76051,30-12-2022,30-12-2023,"($1,06,984.00)",0.0,"($1,06,984.00)","($26,746.00)",11827.5,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,01-05-2023,New Business,Cancellation,Primary,0,Occurrence,1,3540 N GRAPEVINE MILLS BLVD,GRAPEVINE,TX,76051,14250,"($1,06,984.00)",0,Gross Sales,"15,00,000",1000000,2000000,Deductible,10000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,08-02-2023,0-1,100,2000000,Madison Clipp,PO Box 220519,MO - Saint Louis,MO - Saint Louis,63122,Direct,N,100000,NO,0,1000000,2000000,0
Wings Insurance ,Non Admitted,Transverse Insurance Company,TIBAAN 0000067-00,18-04-2023,18-04-2024,"ZMN Enterprises, LLC and Centurion Holdings, LLC",3540 N GRAPEVINE MILLS BLVD,Kila,MT,76051,18-04-2023,18-04-2024,$250.00 ,0.0,$250.00 ,$62.50 ,0.0,0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,01-05-2023,New Business,Endorsement,Primary,0,Occurrence,0,3540 N GRAPEVINE MILLS BLVD,GRAPEVINE,TX,76051,0,$250.00 ,0,1,0,1000000,2000000,Deductible,10000,Per Occurrence,6531,17.1001,All Other Liability Occurrence,08-02-2023,0-1,100,2000000,Zena Dukes,14871 Pioneer Trail,MN - Eden Prairie,MN - Eden Prairie,55347,Direct,N,100000,NO,0,1000000,2000000,0
